# idh: Índice de Desenvolvimento Humano (IDH) (2000);
# renda: Renda per capita (2000);
# anfab: Alfabetizados - pessoas 15 anos e mais (2000);
???Sigla;Código;Município;idh;renda;alfab;
MG;3138302;Leandro Ferreira;;196,821;84,707;
MG;3138351;Leme do Prado;;118,727;78,14;
MG;3138401;Leopoldina;;245,271;89,563;
MG;3138500;Liberdade;;168,12;79,935;
MG;3138609;Lima Duarte;;186,516;85,469;
MG;3138625;Limeira do Oeste;;202,214;82,096;
MG;3138658;Lontra;;82,097;67,822;
MG;3138674;Luisburgo;;183,917;79,802;
MG;3138682;Luislândia;;71,343;69,702;
MG;3138708;Luminárias;;237,079;89,242;
MG;3138807;Luz;;369,822;89,666;
MG;3138906;Machacalis;;106,589;72,129;
MG;3139003;Machado;;315,855;89,033;
MG;3139102;Madre de Deus de Minas;;163,81;88,528;
MG;3139201;Malacacheta;;119,334;68,116;
MG;3139250;Mamonas;;92,573;64,23;
MG;3139300;Manga;;84,947;71,874;
MG;3139409;Manhuaçu;;274,857;86,9;
MG;3139508;Manhumirim;;209,316;83,502;
MG;3139607;Mantena;;238,696;78,86;
MG;3139706;Maravilhas;;161,487;88,265;
MG;3139805;Mar de Espanha;;225,439;87,064;
MG;3139904;Maria da Fé;;191,794;87,194;
MG;3140001;Mariana;;215,375;89,751;
MG;3140100;Marilac;;105,656;70,017;
MG;3140159;Mário Campos;;169,495;87,874;
MG;3140209;Maripá de Minas;;208,566;88,042;
MG;3140308;Marliéria;;153,321;85,858;
MG;3140407;Marmelópolis;;150,878;83,773;
MG;3140506;Martinho Campos;;223,958;87,451;
MG;3140530;Martins Soares;;182,183;79,411;
MG;3140555;Mata Verde;;113,865;61,784;
MG;3140605;Materlândia;;84,908;71,508;
MG;3140704;Mateus Leme;;218,138;88,305;
MG;3140803;Matias Barbosa;;230,181;90,913;
MG;3140852;Matias Cardoso;;62,607;67,495;
MG;3140902;Matipó;;172,872;80,606;
MG;3141009;Mato Verde;;109,825;72,944;
MG;3141108;Matozinhos;;234,202;91,675;
MG;3141207;Matutina;;258,677;85,435;
MG;3141306;Medeiros;;315,608;89,299;
MG;3141405;Medina;;91,692;70,223;
MG;3141504;Mendes Pimentel;;131,189;68,49;
MG;3141603;Mercês;;155,117;80,155;
MG;3141702;Mesquita;;140,005;77,094;
MG;3141801;Minas Novas;;81,784;66,469;
MG;3141900;Minduri;;183,674;86,072;
MG;3142007;Mirabela;;101,092;74,182;
MG;3142106;Miradouro;;160,072;78,743;
MG;3142205;Miraí;;191,248;84,54;
MG;3142254;Miravânia;;67,372;68,363;
MG;3142304;Moeda;;166,781;88,664;
MG;3142403;Moema;;289,297;89,665;
MG;3142502;Monjolos;;145,445;76,454;
MG;3142601;Monsenhor Paulo;;243,375;85,861;
MG;3142700;Montalvânia;;92,187;70,49;
MG;3142809;Monte Alegre de Minas;;224,239;87,405;
MG;3142908;Monte Azul;;88,757;72,023;
MG;3143005;Monte Belo;;211,54;83,762;
MG;3143104;Monte Carmelo;;258,912;89,739;
MG;3143153;Monte Formoso;;63,028;60,828;
MG;3143203;Monte Santo de Minas;;246,261;85,528;
MG;3143302;Montes Claros;;245,425;90,075;
MG;3143401;Monte Sião;;393,954;89,125;
MG;3143450;Montezuma;;83,44;67,173;
MG;3143500;Morada Nova de Minas;;182,693;86,443;
MG;3143609;Morro da Garça;;129,008;82,394;
MG;3143708;Morro do Pilar;;154,36;72,38;
MG;3143807;Munhoz;;219,843;84,592;
MG;3143906;Muriaé;;250,066;88,542;
MG;3144003;Mutum;;213,571;77,111;
MG;3144102;Muzambinho;;332,139;91,057;
MG;3144201;Nacip Raydan;;102,837;71,339;
MG;3144300;Nanuque;;226,233;80,838;
MG;3144359;Naque;;126,836;82,318;
MG;3144375;Natalândia;;173,512;81,456;
MG;3144409;Natércia;;263,678;87,066;
MG;3144508;Nazareno;;158,317;88,285;
MG;3144607;Nepomuceno;;217,988;85,236;
MG;3144656;Ninheira;;75,707;54,373;
MG;3144672;Nova Belém;;136,658;71,867;
MG;3144706;Nova Era;;217,531;90,415;
MG;3144805;Nova Lima;;404,746;94,732;
MG;3144904;Nova Módica;;121,307;68,806;
MG;3145000;Nova Ponte;;305,831;87,96;
MG;3145059;Nova Porteirinha;;114,516;77,68;
MG;3145109;Nova Resende;;250,94;85,842;
MG;3145208;Nova Serrana;;371,107;92,205;
MG;3145307;Novo Cruzeiro;;125,102;61,009;
MG;3145356;Novo Oriente de Minas;;80,071;57,36;
MG;3145372;Novorizonte;;94,648;72,035;
MG;3145406;Olaria;;141,759;82,97;
MG;3145455;Olhos-d'Água;;77,932;71,588;
MG;3145505;Olímpio Noronha;;178,439;85,603;
MG;3145604;Oliveira;;236,959;90,393;
MG;3145703;Oliveira Fortes;;140,304;79,975;
MG;3145802;Onça de Pitangui;;195,182;84,142;
MG;3145851;Oratórios;;115,898;79,356;
MG;3145877;Orizânia;;129,519;78,3;
MG;3145901;Ouro Branco;;288,1;92,023;
MG;3146008;Ouro Fino;;309,37;88,334;
MG;3146107;Ouro Preto;;253,747;92,165;
MG;3146206;Ouro Verde de Minas;;98,743;66,782;
MG;3146255;Padre Carvalho;;56,517;63,327;
MG;3146305;Padre Paraíso;;94,613;69,919;
MG;3146404;Paineiras;;175,94;85,961;
MG;3146503;Pains;;231,969;89,071;
MG;3146552;Pai Pedro;;71,508;60,119;
MG;3146602;Paiva;;155,024;83,52;
MG;3146701;Palma;;192,116;84,67;
MG;3146750;Palmópolis;;71,329;69,004;
MG;3146909;Papagaios;;227,218;84,982;
MG;3147006;Paracatu;;223,044;87,832;
MG;3147105;Pará de Minas;;291,04;93,105;
MG;3147204;Paraguaçu;;273,749;90,489;
MG;3147303;Paraisópolis;;250,977;88,517;
MG;3147402;Paraopeba;;216,324;90,631;
MG;3147501;Passabém;;140,67;78,992;
MG;3147600;Passa Quatro;;240,586;91,699;
MG;3147709;Passa Tempo;;261,488;88,498;
MG;3147808;Passa-Vinte;;168,472;82,375;
MG;3147907;Passos;;310,846;90,958;
MG;3147956;Patis;;68,436;64,183;
MG;3148004;Patos de Minas;;306,032;92,226;
MG;3148103;Patrocínio;;284,132;90,764;
MG;3148202;Patrocínio do Muriaé;;175,667;86,283;
MG;3148301;Paula Cândido;;126,452;84,19;
MG;3148400;Paulistas;;97,951;74,963;
MG;3148509;Pavão;;103,493;66,971;
MG;3148608;Peçanha;;116,697;72,838;
MG;3148707;Pedra Azul;;109,311;72,123;
MG;3148756;Pedra Bonita;;141,692;78,098;
MG;3148806;Pedra do Anta;;122,866;78,218;
MG;3148905;Pedra do Indaiá;;182,939;83,213;
MG;3149002;Pedra Dourada;;163,998;82,292;
MG;3149101;Pedralva;;179,255;86,404;
MG;3149150;Pedras de Maria da Cruz;;74,265;69,427;
MG;3149200;Pedrinópolis;;269,182;89,339;
MG;3149309;Pedro Leopoldo;;268,916;92,412;
MG;3149408;Pedro Teixeira;;138,867;82,375;
MG;3149507;Pequeri;;199,895;90,706;
MG;3149606;Pequi;;206,617;88,501;
MG;3149705;Perdigão;;267,469;90,299;
MG;3149804;Perdizes;;273,625;87,628;
MG;3149903;Perdões;;238,92;89,364;
MG;3149952;Periquito;;99,614;74,496;
MG;3150000;Pescador;;125,867;72,88;
MG;3150109;Piau;;159,204;86,426;
MG;3150158;Piedade de Caratinga;;132,571;75,347;
MG;3150208;Piedade de Ponte Nova;;147,538;78,677;
MG;3150307;Piedade do Rio Grande;;127,025;79,979;
MG;3150406;Piedade dos Gerais;;125,291;80,063;
MG;3150505;Pimenta;;239,097;87,99;
MG;3150539;Pingo-d'Água;;121,529;78,811;
MG;3150570;Pintópolis;;68,729;74,835;
MG;3150604;Piracema;;142,481;82,562;
MG;3150703;Pirajuba;;274,938;87,568;
MG;3150802;Piranga;;97,749;79,332;
MG;3150901;Piranguçu;;168,914;86,123;
MG;3151008;Piranguinho;;195,457;89,61;
MG;3151107;Pirapetinga;;231,324;87,588;
MG;3151206;Pirapora;;197,112;89,967;
MG;3151305;Piraúba;;189,677;87,803;
MG;3151404;Pitangui;;230,73;89,505;
MG;3151503;Piumhi;;337,111;90,32;
MG;3151602;Planura;;247,475;89,048;
MG;3151701;Poço Fundo;;252,015;89,518;
MG;3151800;Poços de Caldas;;435,564;94,323;
MG;3151909;Pocrane;;139,708;75,624;
MG;3152006;Pompéu;;236,877;85,414;
MG;3152105;Ponte Nova;;244,104;90,008;
MG;3152131;Ponto Chique;;89,672;77,506;
MG;3152170;Ponto dos Volantes;;63,074;61,96;
MG;3152204;Porteirinha;;101,229;72,467;
MG;3152303;Porto Firme;;113,579;79,209;
MG;3152402;Poté;;98,895;67,519;
MG;3152501;Pouso Alegre;;391,121;93,699;
MG;3152600;Pouso Alto;;196,466;88,313;
MG;3152709;Prados;;149,41;89,887;
MG;3152808;Prata;;274,008;87,206;
MG;3152907;Pratápolis;;230,193;88,759;
MG;3153004;Pratinha;;246,011;84,661;
MG;3153103;Presidente Bernardes;;106,471;82,333;
MG;3153202;Presidente Juscelino;;97,366;76,96;
MG;3153301;Presidente Kubitschek;;92,188;80,957;
MG;3153400;Presidente Olegário;;178,052;85,207;
MG;3153509;Alto Jequitibá;;192,335;86,171;
MG;3153608;Prudente de Morais;;171,103;91,688;
MG;3153707;Quartel Geral;;171,852;79;
MG;3153806;Queluzito;;161,481;85,683;
MG;3153905;Raposos;;189,234;91,504;
MG;3154002;Raul Soares;;185,858;82,343;
MG;3154101;Recreio;;200,947;84,447;
MG;3154150;Reduto;;166,9;83,783;
MG;3154200;Resende Costa;;159,441;90,666;
MG;3154309;Resplendor;;198,332;80,413;
MG;3154408;Ressaquinha;;138,471;85,894;
MG;3154457;Riachinho;;102,993;78,748;
MG;3154507;Riacho dos Machados;;70,282;69,33;
MG;3154606;Ribeirão das Neves;;159,136;90,628;
MG;3154705;Ribeirão Vermelho;;278,764;92,468;
MG;3154804;Rio Acima;;183,143;88,943;
MG;3154903;Rio Casca;;186,991;83,907;
MG;3155009;Rio Doce;;153,637;80,975;
MG;3155108;Rio do Prado;;97,525;62,978;
MG;3155207;Rio Espera;;108,451;83,496;
MG;3155306;Rio Manso;;145,658;83,484;
MG;3155405;Rio Novo;;242,734;86,481;
MG;3155504;Rio Paranaíba;;223,622;89,546;
MG;3155603;Rio Pardo de Minas;;85,807;65,61;
MG;3155702;Rio Piracicaba;;181,689;88,338;
MG;3155801;Rio Pomba;;237,498;86,258;
MG;3155900;Rio Preto;;202,142;84,951;
MG;3156007;Rio Vermelho;;106,907;68,518;
MG;3156106;Ritápolis;;141,576;87,385;
MG;3156205;Rochedo de Minas;;175,523;88,427;
MG;3156304;Rodeiro;;208,237;86,241;
MG;3156403;Romaria;;264,232;89,646;
MG;3156452;Rosário da Limeira;;145,532;80,965;
MG;3156502;Rubelita;;87,008;71,04;
MG;3156601;Rubim;;100,98;67,697;
MG;3156700;Sabará;;214,339;92,005;
MG;3156809;Sabinópolis;;127,163;74,872;
MG;3156908;Sacramento;;272,414;90,02;
MG;3157005;Salinas;;135,005;76,152;
MG;3157104;Salto da Divisa;;127,854;64,568;
MG;3157203;Santa Bárbara;;191,738;90,579;
MG;3157252;Santa Bárbara do Leste;;139,98;82,44;
MG;3157278;Santa Bárbara do Monte Verde;;156,438;80,07;
MG;3157302;Santa Bárbara do Tugúrio;;117,85;79,408;
MG;3157336;Santa Cruz de Minas;;177,616;91,546;
MG;3157377;Santa Cruz de Salinas;;65,667;68,957;
MG;3157401;Santa Cruz do Escalvado;;105,765;78,586;
MG;3157500;Santa Efigênia de Minas;;99,985;72,177;
MG;3157609;Santa Fé de Minas;;84,378;73,451;
MG;3157658;Santa Helena de Minas;;83,331;61,918;
MG;3157708;Santa Juliana;;275,086;89,1;
MG;3157807;Santa Luzia;;192,355;92,205;
MG;3157906;Santa Margarida;;216,896;85,161;
MG;3158003;Santa Maria de Itabira;;152,711;79,834;
MG;3158102;Santa Maria do Salto;;107,944;67,267;
MG;3158201;Santa Maria do Suaçuí;;127,573;70,557;
MG;3158300;Santana da Vargem;;249,369;85,709;
MG;3158409;Santana de Cataguases;;166,954;84,883;
MG;3158508;Santana de Pirapama;;120,303;78,627;
MG;3158607;Santana do Deserto;;171,066;85,845;
MG;3158706;Santana do Garambéu;;128,963;80,097;
MG;3158805;Santana do Jacaré;;180,261;75,571;
MG;3158904;Santana do Manhuaçu;;152,908;78,048;
MG;3158953;Santana do Paraíso;;144,952;84,463;
MG;3159001;Santana do Riacho;;146,764;78,558;
MG;3159100;Santana dos Montes;;101,323;87,286;
MG;3159209;Santa Rita de Caldas;;239,435;90,559;
MG;3159308;Santa Rita de Jacutinga;;182,596;84,582;
MG;3159357;Santa Rita de Minas;;155,743;79,239;
MG;3159407;Santa Rita de Ibitipoca;;134,808;80,219;
MG;3159506;Santa Rita do Itueto;;144,307;76,652;
MG;3159605;Santa Rita do Sapucaí;;315,322;88,218;
MG;3159704;Santa Rosa da Serra;;203,043;82,13;
MG;3159803;Santa Vitória;;229,31;82,773;
MG;3159902;Santo Antônio do Amparo;;182,739;83,259;
MG;3160009;Santo Antônio do Aventureiro;;154,503;81,451;
MG;3160108;Santo Antônio do Grama;;143,643;80,543;
MG;3160207;Santo Antônio do Itambé;;78,945;68,174;
MG;3160306;Santo Antônio do Jacinto;;75,973;61,701;
MG;3160405;Santo Antônio do Monte;;298,76;89,634;
MG;3160454;Santo Antônio do Retiro;;61,528;63,354;
MG;3160504;Santo Antônio do Rio Abaixo;;141,277;79,734;
MG;3160603;Santo Hipólito;;111,755;76,312;
MG;3160702;Santos Dumont;;217,049;89,846;
MG;3160801;São Bento Abade;;164,919;82,488;
MG;3160900;São Brás do Suaçuí;;168,986;91,762;
MG;3160959;São Domingos das Dores;;171,828;83,914;
MG;3161007;São Domingos do Prata;;168,805;87,305;
MG;3161056;São Félix de Minas;;119,889;68,142;
MG;3161106;São Francisco;;86,451;77,198;
MG;3161205;São Francisco de Paula;;165,054;82,173;
MG;3161304;São Francisco de Sales;;235,774;84,781;
MG;3161403;São Francisco do Glória;;154,204;79,332;
MG;3161502;São Geraldo;;173,968;82,305;
MG;3161601;São Geraldo da Piedade;;100,524;72,388;
MG;3161650;São Geraldo do Baixio;;137,519;76,362;
MG;3161700;São Gonçalo do Abaeté;;176,644;85,289;
MG;3161809;São Gonçalo do Pará;;194,444;89,288;
MG;3161908;São Gonçalo do Rio Abaixo;;131,167;84,907;
MG;3162005;São Gonçalo do Sapucaí;;238,262;89,451;
MG;3162104;São Gotardo;;487,482;88,181;
MG;3162203;São João Batista do Glória;;240,073;86,287;
MG;3162252;São João da Lagoa;;102,453;73,143;
MG;3162302;São João da Mata;;226,026;86,752;
MG;3162401;São João da Ponte;;86,037;62,648;
MG;3162450;São João das Missões;;55,628;56,175;
MG;3162500;São João del Rei;;277,291;94,014;
MG;3162559;São João do Manhuaçu;;199,767;81,664;
MG;3162575;São João do Manteninha;;150,894;73,926;
MG;3162609;São João do Oriente;;133,182;79,227;
MG;3162658;São João do Pacuí;;71,006;61,522;
MG;3162708;São João do Paraíso;;81,252;61,34;
MG;3162807;São João Evangelista;;117,624;79,182;
MG;3162906;São João Nepomuceno;;234,61;91,202;
MG;3162922;São Joaquim de Bicas;;164,216;86,027;
MG;3162948;São José da Barra;;278,037;90,401;
MG;3162955;São José da Lapa;;211,096;91,553;
MG;3163003;São José da Safira;;95,671;73,47;
MG;3163102;São José da Varginha;;164,713;87,55;
MG;3163201;São José do Alegre;;204,406;88,709;
MG;3163300;São José do Divino;;124,713;72,349;
MG;3163409;São José do Goiabal;;125,226;82,225;
MG;3163508;São José do Jacuri;;111,846;75,559;
MG;3163607;São José do Mantimento;;145,327;74,985;
MG;3163706;São Lourenço;;402,562;93,574;
MG;3163805;São Miguel do Anta;;156,705;80,677;
MG;3163904;São Pedro da União;;219,924;83,154;
MG;3164001;São Pedro dos Ferros;;158,344;81,895;
MG;3164100;São Pedro do Suaçuí;;105,217;73,825;
MG;3164209;São Romão;;102,793;77,512;
MG;3164308;São Roque de Minas;;256,159;88,058;
MG;3164407;São Sebastião da Bela Vista;;198,803;81,431;
MG;3164431;São Sebastião da Vargem Alegre;;151,107;83,087;
MG;3164472;São Sebastião do Anta;;120,408;75,064;
MG;3164506;São Sebastião do Maranhão;;80,287;67,515;
MG;3164605;São Sebastião do Oeste;;175,424;84,603;
MG;3164704;São Sebastião do Paraíso;;323,772;91,09;
MG;3164803;São Sebastião do Rio Preto;;138,55;85,682;
MG;3164902;São Sebastião do Rio Verde;;227,148;91,121;
MG;3165008;São Tiago;;163,475;88,839;
MG;3165107;São Tomás de Aquino;;215,518;84,583;
MG;3165206;São Thomé das Letras;;191,542;80,354;
MG;3165305;São Vicente de Minas;;209,173;87,821;
MG;3165404;Sapucaí-Mirim;;209,167;83,48;
MG;3165503;Sardoá;;110,838;76,791;
MG;3165537;Sarzedo;;184,113;91,138;
MG;3165552;Setubinha;;73,337;53,918;
MG;3165560;Sem-Peixe;;113,264;77,7;
MG;3165578;Senador Amaral;;190,38;83,234;
MG;3165602;Senador Cortes;;163,887;83,494;
MG;3165701;Senador Firmino;;147,226;83,65;
MG;3165800;Senador José Bento;;248,887;86,579;
MG;3165909;Senador Modestino Gonçalves;;89,529;71,433;
MG;3166006;Senhora de Oliveira;;106,051;80,757;
MG;3166105;Senhora do Porto;;98,531;73,936;
MG;3166204;Senhora dos Remédios;;98,112;81,107;
MG;3166303;Sericita;;176,063;75,295;
MG;3166402;Seritinga;;157,425;86,122;
MG;3166501;Serra Azul de Minas;;115,407;65,298;
MG;3166600;Serra da Saudade;;217,958;81,26;
MG;3166709;Serra dos Aimorés;;130,351;74,046;
MG;3166808;Serra do Salitre;;228,098;86,276;
MG;3166907;Serrania;;201,201;85,107;
MG;3166956;Serranópolis de Minas;;87,637;71,676;
MG;3167004;Serranos;;129,949;80,597;
MG;3167103;Serro;;118,229;73,105;
MG;3167202;Sete Lagoas;;281,652;93,668;
MG;3167301;Silveirânia;;136,39;83,78;
MG;3167400;Silvianópolis;;250,917;84,691;
MG;3167509;Simão Pereira;;195,915;87,737;
MG;3167608;Simonésia;;148,155;79,3;
MG;3167707;Sobrália;;117,601;76,709;
MG;3167806;Soledade de Minas;;182,948;88,845;
MG;3167905;Tabuleiro;;157,955;81,676;
MG;3168002;Taiobeiras;;129,936;73,157;
MG;3168051;Taparuba;;136,18;77,418;
MG;3168101;Tapira;;240,626;88,187;
MG;3168200;Tapiraí;;182,22;83,949;
MG;3168309;Taquaraçu de Minas;;140,65;85,788;
MG;3168408;Tarumirim;;129,719;77,729;
MG;3168507;Teixeiras;;171,885;85,389;
MG;3168606;Teófilo Otoni;;210,25;81,652;
MG;3168705;Timóteo;;297,933;93,406;
MG;3168804;Tiradentes;;261,312;89,51;
MG;3168903;Tiros;;211,758;85,939;
MG;3169000;Tocantins;;214,899;86,056;
MG;3169059;Tocos do Moji;;168,201;87,199;
MG;3169109;Toledo;;205,84;78,212;
MG;3169208;Tombos;;189,218;86,145;
MG;3169307;Três Corações;;281,025;89,874;
MG;3169356;Três Marias;;213,907;89,188;
MG;3169406;Três Pontas;;275,712;88,086;
MG;3169505;Tumiritinga;;130,349;76,342;
MG;3169604;Tupaciguara;;244,833;86,615;
MG;3169703;Turmalina;;125,363;77,474;
MG;3169802;Turvolândia;;212,604;84,492;
MG;3169901;Ubá;;259,978;90,354;
MG;3170008;Ubaí;;78,156;73,841;
MG;3170057;Ubaporanga;;148,547;80,202;
MG;3170107;Uberaba;;400,4;93,729;
MG;3170206;Uberlândia;;389,317;94,554;
MG;3170305;Umburatiba;;116,421;71,603;
MG;3170404;Unaí;;343,522;87,229;
MG;3170438;União de Minas;;202,369;82,482;
MG;3170479;Uruana de Minas;;102,963;80,76;
MG;3170503;Urucânia;;142,388;80,792;
MG;3170529;Urucuia;;84,858;77,583;
MG;3170578;Vargem Alegre;;121,966;80,449;
MG;3170602;Vargem Bonita;;210,753;88,67;
MG;3170651;Vargem Grande do Rio Pardo;;79,601;65,536;
MG;3170701;Varginha;;382,269;92,9;
MG;3170750;Varjão de Minas;;187,849;85,38;
MG;3170800;Várzea da Palma;;148,157;83,879;
MG;3170909;Varzelândia;;72,765;64,764;
MG;3171006;Vazante;;256,975;89,421;
MG;3171030;Verdelândia;;60,711;60,886;
MG;3171071;Veredinha;;95,007;71,895;
MG;3171105;Veríssimo;;244,725;85,674;
MG;3171154;Vermelho Novo;;145,362;83,172;
MG;3171204;Vespasiano;;196,509;90,43;
MG;3171303;Viçosa;;329,712;91,639;
MG;3171402;Vieiras;;180,538;82,084;
MG;3171501;Mathias Lobato;;120,556;72,672;
MG;3171600;Virgem da Lapa;;107,311;72,247;
MG;3171709;Virgínia;;141,167;82,338;
MG;3171808;Virginópolis;;147,229;84,659;
MG;3171907;Virgolândia;;102,872;77,115;
MG;3172004;Visconde do Rio Branco;;227,588;86,119;
MG;3172103;Volta Grande;;191,269;85,609;
MG;3172202;Wenceslau Braz;;208,578;86,635;
MS;5000203;Água Clara;;250,685;86,691;
MS;5000252;Alcinópolis;;192,47;85,629;
MS;5000609;Amambaí;;229,542;83,154;
MS;5000708;Anastácio;;165,713;84,986;
MS;5000807;Anaurilândia;;183,741;81,602;
MS;5000856;Angélica;;160,175;82,794;
MS;5000906;Antônio João;;142,258;80,668;
MS;5001003;Aparecida do Taboado;;224,049;84,985;
MS;5001102;Aquidauana;;244,079;86,78;
MS;5001243;Aral Moreira;;148,641;79,635;
MS;5001508;Bandeirantes;;190,662;83,875;
MS;5001904;Bataguassu;;215,058;84,543;
MS;5002001;Batayporã;;146,533;81,607;
MS;5002100;Bela Vista;;223,186;87,251;
MS;5002159;Bodoquena;;167,482;82,699;
MS;5002209;Bonito;;231,923;87,489;
MS;5002308;Brasilândia;;266,355;85,05;
MS;5002407;Caarapó;;169,177;81,344;
MS;5002605;Camapuã;;220,075;87,626;
MS;5002704;Campo Grande;;394,708;94,005;
MS;5002803;Caracol;;148,366;86,201;
MS;5002902;Cassilândia;;241,579;85,958;
MS;5002951;Chapadão do Sul;;451,524;93,301;
MS;5003108;Corguinho;;170,119;85,291;
MS;5003157;Coronel Sapucaia;;153,573;77,026;
MS;5003207;Corumbá;;226,182;90,959;
MS;5003256;Costa Rica;;346,15;86,611;
MS;5003306;Coxim;;299,931;85,018;
MS;5003454;Deodápolis;;178,558;81,312;
MS;5003488;Dois Irmãos do Buriti;;132,222;81,197;
MS;5003504;Douradina;;187,937;83,723;
MS;5003702;Dourados;;308,068;91,012;
MS;5003751;Eldorado;;164,033;80,918;
MS;5003801;Fátima do Sul;;217,512;84,351;
MS;5003900;Figueirão;;;;
MS;5004007;Glória de Dourados;;205,092;83,191;
MS;5004106;Guia Lopes da Laguna;;240;82,425;
MS;5004304;Iguatemi;;200,708;84,271;
MS;5004403;Inocência;;272,086;83,458;
MS;5004502;Itaporã;;188,727;84,238;
MS;5004601;Itaquiraí;;138,066;79,87;
MS;5004700;Ivinhema;;199,193;85,437;
MS;5004809;Japorã;;88,744;68,431;
MS;5004908;Jaraguari;;174,676;86,814;
MS;5005004;Jardim;;292,023;88,675;
MS;5005103;Jateí;;159,679;82,723;
MS;5005152;Juti;;152,025;76,338;
MS;5005202;Ladário;;219,667;91,563;
MS;5005251;Laguna Carapã;;235,335;82,519;
MS;5005400;Maracaju;;246,651;88,579;
MS;5005608;Miranda;;248,187;83,4;
MS;5005681;Mundo Novo;;222,303;84,31;
MS;5005707;Naviraí;;224,173;85;
MS;5005806;Nioaque;;142,825;82,389;
MS;5006002;Nova Alvorada do Sul;;235,891;86,448;
MS;5006200;Nova Andradina;;256,342;87,965;
MS;5006259;Novo Horizonte do Sul;;123,738;81,15;
MS;5006309;Paranaíba;;286,924;84,661;
MS;5006358;Paranhos;;113,769;74,914;
MS;5006408;Pedro Gomes;;179,599;78,248;
MS;5006606;Ponta Porã;;248,974;89,27;
MS;5006903;Porto Murtinho;;166,251;82,015;
MS;5007109;Ribas do Rio Pardo;;204,212;84,906;
MS;5007208;Rio Brilhante;;233,838;86,576;
MS;5007307;Rio Negro;;170,331;80,614;
MS;5007406;Rio Verde de Mato Grosso;;211,072;85,907;
MS;5007505;Rochedo;;177,955;86,169;
MS;5007554;Santa Rita do Pardo;;174,182;80,822;
MS;5007695;São Gabriel do Oeste;;425,187;91,402;
MS;5007703;Sete Quedas;;224,325;78,816;
MS;5007802;Selvíria;;190,491;82,793;
MS;5007901;Sidrolândia;;226,096;88,563;
MS;5007935;Sonora;;264,304;83,748;
MS;5007950;Tacuru;;118,411;73,903;
MS;5007976;Taquarussu;;154,616;77,54;
MS;5008008;Terenos;;183,076;86,459;
MS;5008305;Três Lagoas;;290,05;89,431;
MS;5008404;Vicentina;;193,383;79,48;
MT;5100102;Acorizal;;124,33;74,039;
MT;5100201;Água Boa;;343,934;87,555;
MT;5100250;Alta Floresta;;264,663;88,135;
MT;5100300;Alto Araguaia;;233,345;86,13;
MT;5100359;Alto Boa Vista;;172;83,596;
MT;5100409;Alto Garças;;325,448;87,456;
MT;5100508;Alto Paraguai;;125,416;83,565;
MT;5100607;Alto Taquari;;409,132;88,732;
MT;5100805;Apiacás;;201,762;78,58;
MT;5101001;Araguaiana;;185,901;84,144;
MT;5101209;Araguainha;;139,644;81,296;
MT;5101258;Araputanga;;249,034;84,559;
MT;5101308;Arenápolis;;177,339;83,704;
MT;5101407;Aripuanã;;197,362;83,218;
MT;5101605;Barão de Melgaço;;116,299;77,46;
MT;5101704;Barra do Bugres;;184,567;81,938;
MT;5101803;Barra do Garças;;290,363;91,09;
MT;5101852;Bom Jesus do Araguaia;;;;
MT;5101902;Brasnorte;;260,404;84,41;
MT;5102504;Cáceres;;218,718;84,097;
MT;5102603;Campinápolis;;145,536;78,968;
MT;5102637;Campo Novo do Parecis;;514,427;91,326;
MT;5102678;Campo Verde;;342,01;90,724;
MT;5102686;Campos de Júlio;;413,173;94,987;
MT;5102694;Canabrava do Norte;;124,879;83,287;
MT;5102702;Canarana;;308,691;84,739;
MT;5102793;Carlinda;;138,085;80,773;
MT;5102850;Castanheira;;191,417;87,768;
MT;5103007;Chapada dos Guimarães;;189,265;80,017;
MT;5103056;Cláudia;;439,76;88,968;
MT;5103106;Cocalinho;;218,286;80,165;
MT;5103205;Colíder;;270,462;85,326;
MT;5103254;Colniza;;;;
MT;5103304;Comodoro;;242,474;81,22;
MT;5103353;Confresa;;162,24;80,979;
MT;5103361;Conquista D'Oeste;;;;
MT;5103379;Cotriguaçu;;225,959;84;
MT;5103403;Cuiabá;;442,099;93,94;
MT;5103437;Curvelândia;;;;
MT;5103452;Denise;;208,101;83,871;
